Category,Topic,Tonality,Summary
SMRT Corporate,Service Excellence,Neutral,"Bus and rail ridership rose by 4.1 per cent last year to hit a daily average of 6.9 million, a new record and the 11th consecutive annual rise since 2005. According to statistics from the Land Transport Authority (LTA), LRT patronage led the growth, increasing by 10.9 per cent to 152,000 passenger trips per day. This was followed by MRT trips, which climbed 4.2 per cent to 2.9 million. Together, rail ridership grew 4.6 per cent to cross the three million mark for the first time - more than double the ridership a decade ago. Bus passenger trips grew by 3.7 per cent to 3.9 million. On the other hand, the Bus Service Enhancement Programme, which was rolled out in 2012, has put more than three quarters of a planned tax-funded fleet of 1,000 public buses on the road. The scheme was a response to burgeoning demand from a population spike that the two publicly listed transport companies, SBS Transit and SMRT, were not able to cope with on their own."
SMRT Corporate,Labour & Union,Neutral,"Big scale engineering projects has never frightened and break the spirit of Ms Azizah Sapari, among a number of women who have made engineering their career in the last three decades. The engineer who started in 1988 with MRT Corp (now known as SMRT Corporation Limited) said: ""The work that I perform is quite dynamic, thus the experience gained, help build my character."""
SMRT Taxis,Service Excellence,Positive,"Reader, Charmaine Chong Jie Ying, commended SMRT for its swift service and thanked a kind cabby, Mr Phee, for helping her recover her laptop and other belongings. The incident happened on the evening of 22 Feb when the reader accidentally left her belongings behind on SMRT bus service 972."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"A 29-year-old woman died after being struck by an SBS Transit bus in Toh Tuck Avenue on Thursday afternoon. The accident happened at around 12.30pm near the bus stop in front of the SMRT depot at Toh Tuck Avenue. A 64-year-old bus driver was arrested for allegedly causing death by a rash act, said the police. The recent accidents involving buses follow one that took place about two months ago, when an SMRT bus hit the back of another SMRT bus at a Lentor Avenue bus stop. Fourteen passengers were hurt."
SMRT Buses,Facilities & Services,Neutral,"All local buses will come with a SG vehicle registration number plate within this year as the government gradually take over the public bus assets. There are already 248 buses on the road with SG number plates. Local public buses are currently having number plates consisting of 'SBS' and SMRT's 'SMB' only. On the other hand, green colour won the poll against red as the former was voted by the public as the colour on public buses. In future, all public buses under government's bus contracting model will be painted in green."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"A 29-year-old woman died after being struck by an SBS Transit bus in Toh Tuck Avenue on Thursday afternoon. Ms Winny Pratiwi was believed to be out for lunch when the accident happened at around 12.30pm. A 64-year-old bus driver was arrested for allegedly causing death by a rash act, said the police. The recent accidents involving buses follow one that took place about two months ago, when an SMRT bus hit the back of another SMRT bus at a Lentor Avenue bus stop. Fourteen passengers were hurt."
SMRT Buses,Facilities & Services,Neutral,"The Woodlands Regional Bus Interchange will be relocated to a temporary site from today, so that the current premises can be refurbished. The interchange in Woodlands Avenue 5 will be moved to an adjacent site along Woodlands Square. The temporary interchange will be connected to Woodlands MRT station and Causeway Point shopping mall via sheltered linkways."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as ST 'Woman dies in bus accident; arrested driver suspended pending inquiry'
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as ST 'Woman dies in bus accident; arrested driver suspended pending inquiry'
SMRT Buses,Facilities & Services,Neutral,Same as Wanbao 'Woodlands temporary regional bus interchange added several new facilities and services'
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as Wanbao 'Bus collided with female cyclist and the unconscious woman was rushed to hospital'
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"A 61 years old female cyclist was knocked down by a SMRT bus and was later rushed to hospital in an unconscious state. The incident happened around 9am yesterday at the junction between Woodlands Ave 2 and Ave 5. Police is still investigating the accident. SMRT spokesperson claimed to have contacted the victim's family and will be providing necessary assistance. Moreover, the company is also investigating the accident."
SMRT Buses,Facilities & Services,Neutral,"SMRT has installed a series of innovative features at the opening of the temporary Woodlands Regional bus interchange on Saturday. These include free buggy services, interactive panels to help commuters plan trips, and Braille guidance on handrails to help the visually impaired. The new interchange stretches nearly half a kilometer, making it one of the longest bus interchanges in Singapore. Therefore, a free buggy service will be available for commuters who may need assistance to get to berths at the extreme ends of the interchange."
SMRT Buses,Facilities & Services,Neutral,"Commuters in Woodlands can look forward to a series of innovative features rolled out at the temporary bus interchange, which opened on Saturday (Mar 12). Those include closed-circuit televisions (CCTVs) placed above queue berths to alert interchange operators when crowd numbers exceed 12 metres – or about 70 passengers – at the berths. Based on the information, operators can then deploy double-decker buses or increase the frequency of bus arrivals to ease the crowd."
SMRT Buses,Facilities & Services,Neutral,"Commuters in Woodlands can look forward to a series of innovative features rolled out at the temporary bus interchange, which opened on Saturday (Mar 12). Those include closed-circuit televisions (CCTVs) placed above queue berths to alert interchange operators when crowd numbers exceed 12 metres – or about 70 passengers – at the berths. Based on the information, operators can then deploy double-decker buses or increase the frequency of bus arrivals to ease the crowd."
